id,number,date,body
337551086,5341,2017-02-08 21:44:57,"(* File reduced by coq-bug-finder from original input, then from 213 linesCoq.Logic.FunctionalExtensionalityunk (February 2017) compiled on Feb 6 2017 16:8:54 with OCaml 4.02.3\n   coqtop version 26-5-163.dynamic.csail.mit.edu:/Users/tchajed/code/sw/coq,trunk (e61e83758e129d455d664b65a1fe15ecac793186), then from 40 lines to 26 lines *)\n(* coqc version trunk (February 2017) compiled on Feb 6 2017 16:8:54 with OCaml 4.02.3\n   coqtop version 26-5-163.dynamic.csail.mit.edu:/Users/tchajed/code/sw/coq,trunk (e61e83758e129d455d664b65a1fe15ecac793186) *)\n\nSet Universe Polymorphism.\n\nSection GenMem.\n  Variable A : Type.\n\n  Theorem upd_nop:  forall (a : A) (x : A) (e : a = x),\n      e = e ->\n      True.\n  Proof.\n    intros."
337551087,5341,2017-02-08 22:26:54,"(* File reduced by coq-bug-finder from original input, then from 490 lines to 38 lines, then from 52 lines to 38 lines *)\n(* coqc version trunk (February 2017) compiled on Feb 6 2017 16:8:54 with OCaml 4.02.3\n   coqtop version 26-5-163.dynamic.csail.mit.edu:/Users/tchajed/code/sw/coq,trunk (e61e83758e129d455d664b65a1fe15ecac793186) *)\n\nSet Universe Polymorphism.\n\nTheorem upd_nop:  forall A (a : A) (x : A) (e : a = x),\n    e = e -> True.\nProof.\n  intros ? ? ? ->.\n  auto.\nQed.\n\nSection GenMem.\n  Variable A : Type."
337543526,4817,2016-06-13 23:04:03,"(* File reduced by coq-bug-finder from original input, then from 341 linCoq.Classes.CMorphismsrom 759 lines to 22 lines, then from 1487 lines to 43 lines, then from 57 lines to 44 lines *)\n(* coqc version 8.5pl1 (June 2016) compiled on Jun 9 2016 17:27:17 with OCaml 4.02.3\n   coqtop version 8.5pl1 (June 2016) *)\nRequire Import Coq.Classes.CMorphisms.\n\nClass Ops A : Type := le : crelation A.\n\nDefinition one_ops : Ops True := fun _ _ => True.\n\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\n\nGoal False.\n  replace ((fun _ _ : True => True) : True -> True -> Type) with (@ le True one_ops).\n  Set Printing All."
337526170,3741,2014-10-15 05:50:29,"(* File reduced by coq-bug-finder from original input, then from 2012 lines to 19 lines *)\n(* coqc version trunk (October 2014) compiled on Oct 11 2014 1:13:41 with OCaml 4.01.0\n   coqtop version cagnode16:/afs/csail.mit.edu/u/j/jgross/coq-trunk,trunk (d65496f09c4b68fa318783e53f9cd6d5c18e1eb7) *)\nRequire Import Coq.Lists.List.\nSection IndexBound.\n\n  Context {A : Set}.\n\n  Class IndexBound (a : A) (Bound : list A) :=\n    { ibound :> nat;\n      boundi : nth_error Bound ibound = Some a}.\n\n  Global Instance IndexBound_tail\n         (a a' : A) (Bound : list A)\n         {sB' : IndexBound a Bound}"
337551072,5340,2017-02-08 21:25:40,"(* File reduced by coq-bug-finder from original input, then from 2702 lines to 29 lines, then from 248 lines to 41 lines, then from 55 lines to 41 lines *)\n(* coqc version trunk (February 2017) compiled on Feb 6 2017 16:8:54 with OCaml 4.02.3\n   coqtop version 26-5-163.dynamic.csail.mit.edu:/Users/tchajed/code/sw/coq,trunk (e61e83758e129d455d664b65a1fe15ecac793186) *)\n\nSet Implicit Arguments.\n\nDefinition EqDec (T : Type) := forall (a b : T), {a = b} + {a <> b}.\n\nPolymorphic Definition mem {A : Type} {AEQ : EqDec A} {V : Type} := A -> option V.\n\nDefinition upd A AEQ V (m : @ mem A AEQ V) (a : A) (v : V) : @ mem A AEQ V :=\n  fun a' => if AEQ a' a then Some v else m a'.\n\nDefinition mem_disjoint AT AEQ V (m1 m2 : @ mem AT AEQ V) :=\n  ~ exists a (v1 v2 : V), m1 a = Some v1 /\ m2 a = Some v2."
337541258,4644,2016-03-23 21:36:46,"(* File reduced by coq-bug-finder from original input, then from 657 lines to 25 lines, then from 1325 lines to 33 lines, then from 495 lines to 49 lines, then from 353 lines to 67 lines, then from 235 lines to 77 lines, then from 1900 lines to 80 lines, then from 94 lines to 80 lines *)\n(* coqc version 8.5 (March 2016) compiled on Mar 21 2016 18:39:8 with OCaml 4.02.3\n   coqtop version jgross-Leopard-WS:/home/jgross/Downloads/coq/coq-v8.5,v8.5 (09c2011fbdbb2ac1ce33e5abe52d93b907b21a3c) *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := case proof_admitted.\nRequire Export Coq.Classes.Morphisms.\nRequire Import Coq.Lists.List.\n\nGlobal Set Implicit Arguments.\n\nDefinition list_caset A (P : list A -> Type) (N : P nil) (C : forall x xs, P (x::xs))\n           ls\n  : P ls\n  := match ls with\n     | nil => N"
337551199,5351,2017-02-10 04:10:55,"(* File reduced by coq-bug-finder from original input, then from 152 lines to \n58 lines, then from 372 lines to 235 lines, then from 465 lines to 270 lines, \nthen from 490 lines to 287 lines, then from 3279 lines to 311 lines, then from \n324 lines to 311 lines, then from 115 lines to 83 lines, then from 97 lines to \n83 lines, then from 68 lines to 54 lines, then from 68 lines to 54 lines, then \nfrom 35 lines to 22 lines, then from 36 lines to 22 lines *)\n(* coqc version trunk (February 2017) compiled on Feb 9 2017 16:16:58 with \nOCaml 4.04.0\n   coqtop version cauchy.local:/Users/tchajed/code/sw/coq,trunk \n(ebbc4a8cf3dde3b18388f3723b1641ba5511db9b) *)\n\nPolymorphic Inductive T:Type := t.\nPolymorphic Definition general_ok (pre: T -> Prop) := forall v, pre v.\nPolymorphic Definition ok := general_ok (fun _ => True).\n"
337553887,5528,2017-05-16 05:41:18,"(* File reduced by coq-bug-finder from original input, then from 557 lines to \n63 lines, then from 225 lines to 136 lines, then from 247 lines to 162 lines, \nthen from 325 lines to 230 lines, then from 390 lines to 264 lines, then from \n378 lines to 304 lines, then from 537 lines to 318 lines, then from 425 lines \nto 364 lines, then from 549 lines to 380 lines, then from 469 lines to 396 \nlines, then from 533 lines to 415 lines, then from 464 lines to 429 lines, then \nfrom 443 lines to 430 lines, then from 405 lines to 380 lines, then from 374 \nlines to 301 lines, then from 307 lines to 301 lines, then from 251 lines to \n151 lines, then from 157 lines to 151 lines, then from 114 lines to 86 lines, \nthen from 93 lines to 87 lines, then from 78 lines to 46 lines, then from 52 \nlines to 46 lines *)\n(* coqc version 8.6 (May 2017) compiled on May 11 2017 12:23:39 with OCaml \n4.02.3\n   coqtop version jgross-Leopard-WS:/home/jgross/Downloads/coq/coq-v8.6,(HEAD \ndetached from 7e992fa) (3b6d89acf4f233d0ed33f89c4e60bcd68e0e2820) *)"
337518178,3254,2014-03-10 08:39:01,"(* File reduced by coq-bug-finder, originally 1957 lines, recently from 185 lines to 174 lines. *)\nRequire Import Coq.Classes.Morphisms Coq.Classes.RelationClasses Coq.Program.Program Coq.Setoids.Setoid.\n\nGlobal Set Implicit Arguments.\n\nReserved Infix ""~>"" (at level 70).\nDelimit Scope bundled_comp_scope with bundled_comp.\nGlobal Open Scope bundled_comp_scope.\n\nClass Context :=\n  { names : Type;\n    dom : names -> Type;\n    cod : names -> Type }.\n\nInductive Comp `{ctx : Context} : Type -> Type :="
337551429,5366,2017-02-21 19:41:30,"( File reduced by coq-bug-finder from original input, then from 204 lines to\n52 lines, then from 434 lines to 321 lines, then from 328 lines to 62 lines,\nthen from 246 lines to 97 lines, then from 348 lines to 149 lines, then from\n276 lines to 201 lines, then from 318 lines to 248 lines, then from 628 lines\nto 568 lines, then from 555 lines to 112 lines, then from 551 lines to 137\nlines, then from 338 lines to 238 lines, then from 430 lines to 242 lines, then\nfrom 256 lines to 242 lines, then from 205 lines to 168 lines, then from 182\nlines to 168 lines, then from 173 lines to 89 lines, then from 103 lines to 89\nlines, then from 100 lines to 47 lines, then from 61 lines to 47 lines, then\nfrom 40 lines to 22 lines, then from 36 lines to 23 lines )\n( coqc version 8.6 (February 2017) compiled on Feb 16 2017 14:36:53 with OCaml\n4.02.3\ncoqtop version jgross-Leopard-WS:/home/jgross/Downloads/coq/coq-v8.6,(HEAD\ndetached from 7e992fa) (29d7872) )\nRequire Import Coq.ZArith.BinInt."
337530670,4004,2015-02-06 22:41:46,"(I'm trying to write a python script to automatically implement the suggestions of [Set Suggest Proof Using], currently at https://github.com/JasonGross/coq-bug-finder/blob/master/proof-using-helper.py.)"
337533566,4160,2015-03-25 21:12:38,"(* File reduced by coq-bug-finder from original input, then from 58 lines to 47 lines, then from 40 lines to 30 lines *)\n(* coqc version 8.5beta1 (March 2015) compiled on Mar 15 2015 16:24:54 with OCaml 4.01.0\n   coqtop version cagnode15:/afs/csail.mit.edu/u/j/jgross/coq-8.5,v8.5 (1b3759e78f227eb85a128c58b8ce8c11509dd8c3) *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := case proof_admitted.\nInductive paths {A : Type} (a : A) : A -> Type := idpath : paths a a where ""x = y"" := (@ paths _ x y) : type_scope.\nInductive String : Set :=\n| empty : String\n| string (c : bool) (cs : String) : String.\nDefinition head_type (s : String) : Set :=\n  match s with\n  | empty => unit\n  | string _ _ => bool\n  end.\nDefinition head (s : String) : head_type s :="
337518161,3253,2014-03-10 08:32:49,"(* File reduced by coq-bug-finder from 185 lines to 174 lines. *)\nRequire Import Coq.Classes.Morphisms Coq.Classes.RelationClasses Coq.Program.Program Coq.Setoids.Setoid.\n\nGlobal Set Implicit Arguments.\n\nAxiom admit : False.\nLtac admit := abstract destruct admit.\n\nReserved Infix ""~>"" (at level 70).\nDelimit Scope bundled_comp_scope with bundled_comp.\nGlobal Open Scope bundled_comp_scope.\n\nClass Context :=\n  { names : Type;\n    dom : names -> Type;"
337554709,5576,2017-06-03 04:02:39,"( File reduced by coq-bug-finder from original input, then from 1610 lines to\n38 lines, then from 473 lines to 38 lines, then from 106 lines to 38 lines,\nthen from 102 lines to 58 lines, then from 71 lines to 35 lines, then from 49\nlines to 43 lines )\n( coqc version trunk (May 2017) compiled on May 30 2017 13:28:59 with OCaml\n4.02.3\ncoqtop version jgross-Leopard-WS:/home/jgross/Downloads/coq/coq-trunk,trunk\n(fd36c04) *)\nRequire Import Coq.FSets.FMapPositive.\nRequire Import Coq.FSets.FMapFacts.\nGoal forall type (P : Set -> Set) (b : forall A : Set, P A -> A -> A -> bool)\n(T : Set -> Type)\n(P0 : forall A : Set, T A -> T A -> Prop)\n(c : forall A B : Set, T B -> (B -> T A) -> T A),\n(forall A : Set, @ Equivalence (T A) (P0 A)) ->"
337529180,3915,2015-01-12 19:42:25,"(* File reduced by coq-bug-finder from original input, then from 2352 lines to 162 lines, then from 138 lines to 50 lines *)\n(* coqc version trunk (January 2015) compiled on Jan 10 2015 10:54:47 with OCaml 4.01.0\n   coqtop version cagnode15:/afs/csail.mit.edu/u/j/jgross/coq-trunk,trunk (b858f939f33dc4bc4c8e470ed62310ef15c59a99) *)\n\nNotation compose g f := (fun x => g (f x)).\nNotation ""g 'o' f"" := (compose g f) (at level 40, left associativity) : function_scope.\nOpen Scope function_scope.\nInductive paths {A : Type} (a : A) : A -> Type := idpath : paths a a.\nArguments idpath {A a} , [A] a.\nNotation ""x = y :> A"" := (@ paths A x y) : type_scope.\nNotation ""x = y"" := (x = y :>_) : type_scope.\nDefinition ap {A B:Type} (f:A -> B) {x y:A} (p:x = y) : f x = f y := match p with idpath => idpath end.\nClass IsEquiv {A B : Type} (f : A -> B) := { equiv_inv : B -> A }.\nNotation ""f ^-1"" := (@ equiv_inv _ _ f _) (at level 3, format ""f '^-1'"") : equiv_scope.\nLocal Open Scope equiv_scope."
337526662,3766,2014-10-25 06:06:02,"(* File reduced by coq-bug-finder from original input, then from 7916 lines to 292 lines, then from 258 lines to 43 lines )\n( coqc version trunk (October 2014) compiled on Oct 24 2014 13:2:47 with OCaml 4.01.0\ncoqtop version cagnode15:/afs/csail.mit.edu/u/j/jgross/coq-trunk,trunk (9973cd2) )\nNotation ""( x ; y )"" := (existT _ x y).\nInductive paths {A : Type} (a : A) : A -> Type := idpath : paths a a where ""x = y"" := (@ paths _ x y) : type_scope.\nArguments idpath {A a} , [A] a.\nDelimit Scope path_scope with path.\nNotation ""1"" := idpath : path_scope.\nAxiom ap : forall {A B:Type} (f:A -> B) {x y:A} (p:x = y), f x = f y.\nAxiom dummy_funext_type : Set.\nClass Funext := { dummy_funext_value : dummy_funext_type }.\nRecord Functor := { object_of :> Type -> Type ; identity_of : Type }.\nAxiom path_functor'_sig : forall {Funext} (F G : Functor), { HO : object_of F = object_of G & Set = Set } -> F = G. Axiom path_functor'_sig_fst : forall {Funext} F G HO HM, ap object_of (@ path_functor'_sig _ F G (HO; HM)) = HO.\nGoal forall (H : Funext) (objof : Type -> Type) io1 io2 k,\n(ap object_of"
672988439,12831,2020-08-12 16:46:36,"(* File reduced by coq-bug-finder from original input, then from 91 lines to 22 lines, then from 490 lines to 424 lines, then from 521 lines to 462 lines, then from 515 lines to 8 lines, then from 1052 lines to 962 lines, then from 1000 lines to 996 lines, then from 970 lines to 821 lines, then from 834 lines to 214 lines, then from 215 lines to 142 lines, then from 558 lines to 145 lines, then from 178 lines to 145 lines, then from 555 lines to 207 lines, then from 221 lines to 207 lines, then from 202 lines to 87 lines, then from 101 lines to 87 lines, then from 102 lines to 82 lines, then from 96 lines to 82 lines *)\n(* coqc version 8.10.1 (June 2020) compiled on Jun 1 2020 17:32:00 with OCaml 4.08.1\n   coqtop version 8.10.1 (June 2020) *)\nRequire parseque.Parseque.\nRequire Coq.extraction.Extraction.\n\nSection Host.\n\nDefinition module : Type := nat .\n\nEnd Host.\nImport parseque.Parseque.\nImport Coq.Init.Byte.\n\nNotation ""p $> b"" := (cmap b p) (at level 59, right associativity)."
337551738,5389,2017-03-10 01:52:13,"( File reduced by coq-bug-finder from original input, then from 282 lines to\n108 lines, then from 324 lines to 147 lines, then from 342 lines to 172 lines,\nthen from 226 lines to 187 lines, then from 246 lines to 195 lines, then from\n273 lines to 211 lines, then from 251 lines to 216 lines, then from 265 lines\nto 217 lines, then from 231 lines to 217 lines, then from 233 lines to 109\nlines, then from 123 lines to 109 lines )\n( coqc version 8.6 (February 2017) compiled on Feb 16 2017 14:36:53 with OCaml\n4.02.3\ncoqtop version jgross-Leopard-WS:/home/jgross/Downloads/coq/coq-v8.6,(HEAD\ndetached from 7e992fa) (29d7872\n9dc7c90c9) *)\nGlobal Set Asymmetric Patterns.\nSection language.\nContext (base_type_code : Type).\nInductive flat_type := Tbase (T : base_type_code) | Unit | Prod (A B :"
337544381,4868,2016-06-29 15:33:33,"( File reduced by coq-bug-finder from original input, then from 148 lines to 17 lines, then from 57 lines to 16 lines, then from 879 lines to 44 lines, then from 58 lines to 44 lines )\n( coqc version 8.5pl1 (June 2016) compiled on Jun 13 2016 21:7:27 with OCaml 4.02.3\ncoqtop version 8.5pl1 (June 2016) *)\nGlobal Set Universe Polymorphism.\nGlobal Unset Strict Universe Declaration.\nGlobal Unset Universe Minimization ToSet.\nClass IsEquiv {A B : Type} (f : A -> B) := { equiv_inv : B -> A }.\nInductive Unit : Set := tt : Unit.\nNotation unit_name x := (fun (_ : Unit) => x).\nGlobal Instance isequiv_unit_name@ {i j} (A : Type@ {i})\n: @ IsEquiv@ {i j} _ (Unit -> _) (fun (a:A) => unit_name a).\nAdmitted.\nGlobal Instance isequiv_unit_name'@ {i j} (A : Type@ {i})\n: @ IsEquiv@ {i j} _ _ (fun (a:A) => unit_name a).\nAdmitted."
337522478,3515,2014-08-12 22:12:16,"(* File reduced by coq-bug-finder from original input, then from 5752 lines to 3828 lines, then from 2707 lines to 558 lines, then from 472 lines to 168 lines, then from 110 lines to 101 lines, then from 96 lines to 77 lines *)\nRequire Coq.Setoids.Setoid.\nImport Coq.Setoids.Setoid.\nGeneralizable All Variables.\nAxiom admit : forall {T}, T.\nClass Equiv (A : Type) := equiv : relation A.\nClass type (A : Type) {e : Equiv A} := eq_equiv : Equivalence equiv.\nClass ILogicOps Frm := { lentails: relation Frm;\n                         ltrue: Frm;\n                         land: Frm -> Frm -> Frm;\n                         lor: Frm -> Frm -> Frm }.\nInfix ""|--""  := lentails (at level 79, no associativity).\nInfix ""\\//""   := lor (at level 76, right associativity).\nClass ILogic Frm {ILOps: ILogicOps Frm} := { lentailsPre:> PreOrder lentails }.\nDefinition lequiv `{ILogic Frm} P Q := P |-- Q /\ Q |-- P."
876527016,6623,2021-07-08 15:18:27,"(* File reduced by coq-bug-finder from original input, then from 269 lines to 101 lines, then from 215 lines to 453 lines, then from 457 lines to 194 lines, then from 307 lines to 714 lines, then from 717 lines to 236 lines, then from 343 lines to 529 lines, then from 533 lines to 298 lines, then from 404 lines to 422 lines, then from 426 lines to 297 lines, then from 393 lines to 849 lines, then from 853 lines to 319 lines, then from 415 lines to 866 lines, then from 869 lines to 279 lines, then from 372 lines to 817 lines, then from 820 lines to 282 lines, then from 323 lines to 346 lines, then from 350 lines to 282 lines, then from 319 lines to 1351 lines, then from 1355 lines to 292 lines, then from 320 lines to 454 lines, then from 458 lines to 295 lines, then from 323 lines to 394 lines, then from 398 lines to 297 lines, then from 324 lines to 346 lines, then from 350 lines to 302 lines, then from 326 lines to 409 lines, then from 413 lines to 311 lines, then from 335 lines to 550 lines, then from 553 lines to 337 lines, then from 360 lines to 831 lines, then from 835 lines to 335 lines, then from 354 lines to 1114 lines, then from 1112 lines to 336 lines, then from 354 lines to 486 lines, then from 487 lines to 414 lines, then from 431 lines to 468 lines, then from 472 lines to 424 lines, then from 440 lines to 697 lines, then from 701 lines to 452 lines, then from 467 lines to 699 lines, then from 703 lines to 511 lines, then from 525 lines to 1341 lines, then from 1341 lines to 629 lines, then from 642 lines to 764 lines, then from 768 lines to 643 lines, then from 655 lines to 704 lines, then from 708 lines to 649 lines, then from 660 lines to 960 lines, then from 959 lines to 676 lines, then from 680 lines to 676 lines *)\n(* coqc version 8.13.2 (April 2021) compiled on Apr 3 2021 23:10:57 with OCaml 4.05.0\n   coqtop version 8.13.2 (April 2021) *)\nDeclare ML Module ""ltac_plugin"".\nInductive False := .\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nGlobal Set Default Proof Mode ""Classic"".\n\nReserved Notation ""x -> y"" (at level 99, right associativity, y at level 200).\nReserved Notation ""~ x"" (at level 35, right associativity).\n\nReserved Notation ""x = y  :>  T""\n(at level 70, y at next level, no associativity).\nReserved Notation ""x = y"" (at level 70, no associativity)."
337526655,3765,2014-10-25 06:03:51,"(* File reduced by coq-bug-finder from original input, then from 7916 lines to 292 lines, then from 258 lines to 43 lines )\n( coqc version trunk (October 2014) compiled on Oct 24 2014 13:2:47 with OCaml 4.01.0\ncoqtop version cagnode15:/afs/csail.mit.edu/u/j/jgross/coq-trunk,trunk (9973cd2) *)\nNotation ""( x ; y )"" := (existT _ x y).\nInductive paths {A : Type} (a : A) : A -> Type := idpath : paths a a where ""x = y"" := (@ paths _ x y) : type_scope.\nArguments idpath {A a} , [A] a.\nDelimit Scope path_scope with path.\nNotation ""1"" := idpath : path_scope.\nAxiom ap : forall {A B:Type} (f:A -> B) {x y:A} (p:x = y), f x = f y.\nAxiom dummy_funext_type : Set.\nClass Funext := { dummy_funext_value : dummy_funext_type }.\nRecord Functor := { object_of :> Type -> Type ; identity_of : Type }.\nModule Foo.\nAxiom path_functor'_sig : forall {Funext} (F G : Functor), { HO : object_of F = object_of G & Set = Set } -> F = G. Axiom path_functor'_sig_fst : forall {Funext} F G HO HM, ap object_of (@ path_functor'_sig _ F G (HO; HM)) = HO.\nGoal forall (H : Funext) (objof : Type -> Type) io1 io2 k,"
337524541,3642,2014-09-18 09:07:56,"(* File reduced by coq-bug-finder from original input, then from 7593 lines to 243 lines, then from 256 lines to 102 lines, then from 104 lines to 28 lines, then from 38 lines to 20 lines )\n( coqc version trunk (September 2014) compiled on Sep 17 2014 0:22:30 with OCaml 4.01.0\ncoqtop version cagnode16:/afs/csail.mit.edu/u/j/jgross/coq-trunk,trunk (d34e1ee) )\nSet Implicit Arguments.\nClass UnitSubuniverse := { O : Type -> Type ; O_unit : forall T, T -> O T }.\nClass ReflectiveSubuniverse := { rsubu_usubu : UnitSubuniverse ; O_rectnd : forall {P Q : Type} (f : P -> Q), O P -> Q }.\nGlobal Existing Instance rsubu_usubu.\nContext {subU : ReflectiveSubuniverse}.\nGoal forall (A B : Type) (x : O A * O B) (x0 : B),\n{ g : _ & O_rectnd (fun z : A * B => (O_unit (fst z), O_unit (snd z)))\n(O_rectnd (fun a : A => O_unit (a, x0)) (fst x)) =\ng x0 }.\neexists.\nmatch goal with\n| [ |- context[?e] ] => is_evar e; let e' := fresh ""e'"" in pose (e' := e)"
337524544,3642,2014-09-18 09:10:30,"(* File reduced by coq-bug-finder from original input, then from 7593 lines to 243 lines, then from 256 lines to 102 lines, then from 104 lines to 28 lines, then from 38 lines to 20 lines )\n( coqc version trunk (September 2014) compiled on Sep 17 2014 0:22:30 with OCaml 4.01.0\ncoqtop version cagnode16:/afs/csail.mit.edu/u/j/jgross/coq-trunk,trunk (d34e1ee) *)\nSet Implicit Arguments.\nClass UnitSubuniverse := { O : Type -> Type ; O_unit : forall T, T -> O T }.\nClass ReflectiveSubuniverse := { rsubu_usubu : UnitSubuniverse ; O_rectnd : forall {P Q : Type} (f : P -> Q), O P -> Q }.\nGlobal Existing Instance rsubu_usubu.\nContext {subU : ReflectiveSubuniverse}.\nGoal forall (A B : Type) (x : O A * O B) (x0 : B),\n{ g : _ & O_rectnd (fun z : A * B => (O_unit (fst z), O_unit (snd z)))\n(O_rectnd (fun a : A => O_unit (a, x0)) (fst x)) =\ng x0 }.\neexists.\nmatch goal with\n| [ |- context[?e] ] => is_evar e; let e' := fresh ""e'"" in pose (e' := e)"
337526693,3768,2014-10-25 22:58:04,"(* File reduced by coq-bug-finder from original input, then from 7916 lines to 292 lines, then from 476 lines to 306 lines *)\nSet Primitive Projections.\nSet Implicit Arguments.\nRecord sigT {A} (P : A -> Type) := existT { projT1 : A ; projT2 : P projT1 }.\nNotation ""{ x : A  & P }"" := (sigT (fun x:A => P)) : type_scope.\nUnset Implicit Arguments.\nNotation ""( x ; y )"" := (existT _ x y).\nInductive paths {A : Type} (a : A) : A -> Type := idpath : paths a a where ""x = y"" := (@ paths _ x y) : type_scope.\nArguments idpath {A a} , [A] a.\nDelimit Scope path_scope with path.\nNotation ""1"" := idpath : path_scope.\nAxiom ap : forall {A B:Type} (f:A -> B) {x y:A} (p:x = y), f x = f y.\nAxiom dummy_funext_type : Set.\nClass Funext := { dummy_funext_value : dummy_funext_type }.\nRecord Functor := { object_of :> Type -> Type ; identity_of : Type }."
875572414,3738,2021-07-07 12:45:30,"(* File reduced by coq-bug-finder from original input, then from 258 lines to 146 lines, then from 160 lines to 194 lines, then from 198 lines to 153 lines, then from 157 lines to 153 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.funind.Recdef.\nRequire Coq.Vectors.Vector.\n\nNotation vec := Vector.t.\nNotation LB := (list bool).\n\nNotation Byte := (vec bool 8).\n\nNotation LByte := (list Byte).\n\nImport Coq.Lists.List.\n"
