id,number,pr_author,date,author,body
892357260,14741,JasonGross,2021-08-04 04:40:07,coqbot-app,"I was unable to minimize any of the CI targets that you requested.\nHowever, you may want to try again once the pipeline for the head commit (2827467) finishes.\nlibrary:ci-fiat_crypto could not be minimized (Job library:ci-fiat_crypto is still in progress.)"
892421540,14741,JasonGross,2021-08-04 07:10:36,coqbot-app,"Hey, I have detected that there were CI failures at commit 2827467 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit a41c99a succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-bedrock2, ci-fiat_crypto."
892543297,14741,JasonGross,2021-08-04 10:21:26,JasonGross,@coqbot ci minimize  ci-fiat_crypto
892543358,14741,JasonGross,2021-08-04 10:21:32,coqbot-app,I am now running minimization at commit 2827467 on requested target ci-fiat_crypto. I'll come back to you with the results once it's done.
892762522,14741,JasonGross,2021-08-04 15:38:28,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto/src/Curves/Weierstrass/Projective.v (from ci-fiat_crypto) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 36KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""+implicit-core-hint-db,+implicits-in-term,+non-reversible-notation,+deprecated-intros-until-0,+deprecated-focus,+unused-intro-pa"
892809568,14741,JasonGross,2021-08-04 16:43:38,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto/src/Curves/Weierstrass/Projective.v (from ci-fiat_crypto) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 34KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""+implicit-core-hint-db,+implicits-in-term,+non-reversible-notation,+deprecated-intros-until-0,+deprecated-focus,+unused-intro-pattern,+variable-collision,+omega-is-deprecated,+deprecat"
917781207,14741,JasonGross,2021-09-13 02:13:27,coqbot-app,"The ""needs: rebase"" label was set more than 30 days ago. If the PR is not rebased in 30 days, it will be automatically closed."
941850938,14741,JasonGross,2021-10-13 02:16:38,coqbot-app,"The ""needs: rebase"" label was set more than 30 days ago. If the PR is not rebased in 30 days, it will be automatically closed."
966765958,14741,JasonGross,2021-11-12 02:18:46,coqbot-app,"The ""needs: rebase"" label was set more than 30 days ago. If the PR is not rebased in 30 days, it will be automatically closed."
893835709,14748,JasonGross,2021-08-05 22:01:30,coqbot-app,"Hey, I have detected that there were CI failures at commit 77e3367 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 3fd62a8 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-color, ci-hott, ci-mathcomp, ci-mtac2, ci-relation_algebra, ci-rewriter, ci-unimath."
898896078,14748,JasonGross,2021-08-14 13:41:48,JasonGross,@coqbot ci minimize ci-hott
898896082,14748,JasonGross,2021-08-14 13:41:49,coqbot-app,I am now running minimization at commit 77e3367 on requested target ci-hott. I'll come back to you with the results once it's done.
898896464,14748,JasonGross,2021-08-14 13:45:05,coqbot-app,Error: Could not minimize file  (from ci-hott) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 1.8MiB file on GitHub Actions Artifacts under build.log)\nng: _build_ci/hott/theories/Spaces/No.vok  \n  inflating: _build_ci/hott/theories/Spaces/No.vos  \n  inflating: _build_ci/hott/theories/Spaces/No/.Addition.aux  \n  inflating: _build_ci/hott/theories/Spaces/No/.Core.aux  \n  inflating: _build_ci/hott/theories/Spaces/No/.Negation.aux  \n  inflating: _build_ci/hott/theories/Spaces/
898909603,14748,JasonGross,2021-08-14 15:41:17,coqbot-app,"Hey, I have detected that there were CI failures at commit 011dce7 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 1a0460b succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-category_theory, ci-color, ci-hott, ci-mathcomp, ci-mtac2, ci-relation_algebra, ci-rewriter, ci-unimath."
898911606,14748,JasonGross,2021-08-14 15:58:34,JasonGross,@coqbot ci minimize ci-hott
898911609,14748,JasonGross,2021-08-14 15:58:35,coqbot-app,I am now running minimization at commit 011dce7 on requested target ci-hott. I'll come back to you with the results once it's done.
898937269,14748,JasonGross,2021-08-14 17:54:08,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Homotopy/ClassifyingSpace.v (from ci-hott) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/theories"" ""HoTT"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_bui"
940573383,14748,JasonGross,2021-10-12 01:13:39,JasonGross,@coqbot ci minimize ci-hott
940573424,14748,JasonGross,2021-10-12 01:13:45,coqbot-app,I am now running minimization at commit 011dce7 on requested target ci-hott. I'll come back to you with the results once it's done.
940583728,14748,JasonGross,2021-10-12 01:43:38,JasonGross,@coqbot ci minimize ci-hott
940583748,14748,JasonGross,2021-10-12 01:43:40,coqbot-app,I am now running minimization at commit 011dce7 on requested target ci-hott. I'll come back to you with the results once it's done.
940726506,14748,JasonGross,2021-10-12 07:07:13,Zimmi48,@coqbot ci minimize ci-hott
940726535,14748,JasonGross,2021-10-12 07:07:15,coqbot-app,I am now running minimization at commit 011dce7 on requested target ci-hott. I'll come back to you with the results once it's done.
940728649,14748,JasonGross,2021-10-12 07:10:39,coqbot-app,Error: Could not minimize file  (from ci-hott) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 1.8MiB file on GitHub Actions Artifacts under build.log)\n\n  inflating: _build_ci/hott/theories/Spaces/No.vok  \n  inflating: _build_ci/hott/theories/Spaces/No.vos  \n  inflating: _build_ci/hott/theories/Spaces/No/.Addition.aux  \n  inflating: _build_ci/hott/theories/Spaces/No/.Core.aux  \n  inflating: _build_ci/hott/theories/Spaces/No/.Negation.aux  \n  inflating: _build_ci/hott/theori
940731696,14748,JasonGross,2021-10-12 07:15:12,Zimmi48,The builds are probably too old for the artifacts to be still there.
940818790,14748,JasonGross,2021-10-12 09:10:02,coqbot-app,"Hey, I have detected that there were CI failures at commit 011dce7 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 1a0460b succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-category_theory, ci-color, ci-hott, ci-mathcomp, ci-mtac2, ci-relation_algebra, ci-rewriter, ci-unimath."
940830596,14748,JasonGross,2021-10-12 09:24:16,Zimmi48,@coqbot ci minimize ci-hott
940830621,14748,JasonGross,2021-10-12 09:24:18,coqbot-app,I am now running minimization at commit 011dce7 on requested target ci-hott. I'll come back to you with the results once it's done.
940833834,14748,JasonGross,2021-10-12 09:28:20,coqbot-app,Error: Could not minimize file  (from ci-hott) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 1.8MiB file on GitHub Actions Artifacts under build.log)\n\n  inflating: _build_ci/hott/theories/Spaces/No.vok  \n  inflating: _build_ci/hott/theories/Spaces/No.vos  \n  inflating: _build_ci/hott/theories/Spaces/No/.Addition.aux  \n  inflating: _build_ci/hott/theories/Spaces/No/.Core.aux  \n  inflating: _build_ci/hott/theories/Spaces/No/.Negation.aux  \n  inflating: _build_ci/hott/theori
940849865,14748,JasonGross,2021-10-12 09:49:54,Zimmi48,"The error comes from the fact that the base sha is too old. We might have a problem here given that this reveals an inconsistency between the base commit as obtained from the GitHub API by coqbot (1a0460b) and the actual base commit with which the PR head was merged and built (0354fc3). I don't know if this problem can also occur outside the close / reopen case, but this is conceivable. Maybe we should store the base commit in the GitHub Checks tab, along with other information that we rely on."
952410719,14748,JasonGross,2021-10-26 23:35:40,coqbot-app,"Hey, I have detected that there were CI failures at commit ef16241 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 12cb782 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize, I will minimize the following targets: ci-category_theory, ci-color, ci-hott, ci-mathcomp, ci-mtac2, ci-relation_algebra, ci-rewriter, ci-unimath."
952430813,14748,JasonGross,2021-10-27 00:20:31,JasonGross,@coqbot ci minimize
952430904,14748,JasonGross,2021-10-27 00:20:43,coqbot-app,"I have initiated minimization at commit ef16241 for the suggested targets ci-category_theory, ci-color, ci-hott, ci-mathcomp, ci-mtac2, ci-relation_algebra, ci-rewriter, ci-unimath as requested."
952432421,14748,JasonGross,2021-10-27 00:24:57,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/relation_algebra/atoms.v (from ci-relation_algebra) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(*******************************************************************)\n(*  This is part of RelationAlgebra, it is distributed und"
952433049,14748,JasonGross,2021-10-27 00:26:29,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/category_theory/Instance/Cat/Cartesian/Closed.v (from ci-category_theory) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False : Pr"
952433100,14748,JasonGross,2021-10-27 00:26:36,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/mtac2/theories/intf/MTele.v (from ci-mtac2) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-bt"" ""-w"" ""-unrecognized-unicode"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/gith"
952447065,14748,JasonGross,2021-10-27 00:57:57,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/color/Coccinelle/term_orderings/modular_dp.v (from ci-color) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/build"
952447484,14748,JasonGross,2021-10-27 00:58:56,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/unimath/UniMath/MoreFoundations/PartA.v (from ci-unimath) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-type-in-type"" ""-w"" ""-notation-overridden"" ""-"
952460015,14748,JasonGross,2021-10-27 01:30:24,JasonGross,"@coqbot ci minimize ci-category_theory,, ci-relation_algebra,"
952460037,14748,JasonGross,2021-10-27 01:30:27,coqbot-app,"I am now running minimization at commit ef16241 on requested targets ci-category_theory, ci-relation_algebra. I'll come back to you with the results once it's done."
952461559,14748,JasonGross,2021-10-27 01:34:53,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/relation_algebra/atoms.v (from ci-relation_algebra) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(*******************************************************************)\n(*  This is part of RelationAlgebra, it is distributed und"
952462002,14748,JasonGross,2021-10-27 01:36:10,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/category_theory/Instance/Cat/Cartesian/Closed.v (from ci-category_theory) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False : Pr"
952464425,14748,JasonGross,2021-10-27 01:43:06,JasonGross,"@coqbot ci minimize ci-category_theory,, ci-relation_algebra,"
952464438,14748,JasonGross,2021-10-27 01:43:09,coqbot-app,"I am now running minimization at commit ef16241 on requested targets ci-category_theory, ci-relation_algebra. I'll come back to you with the results once it's done."
952466355,14748,JasonGross,2021-10-27 01:47:50,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/relation_algebra/atoms.v (from ci-relation_algebra) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(*******************************************************************)\n(*  This is part of RelationAlgebra, it is distributed und"
952466573,14748,JasonGross,2021-10-27 01:48:22,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/category_theory/Instance/Cat/Cartesian/Closed.v (from ci-category_theory) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False : Pr"
952468937,14748,JasonGross,2021-10-27 01:54:43,JasonGross,"@coqbot ci minimize ci-category_theory,, ci-relation_algebra,"
952468950,14748,JasonGross,2021-10-27 01:54:45,coqbot-app,"I am now running minimization at commit ef16241 on requested targets ci-category_theory, ci-relation_algebra. I'll come back to you with the results once it's done."
952478226,14748,JasonGross,2021-10-27 02:17:15,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/relation_algebra/atoms.v (from ci-relation_algebra) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-projection-no-head-constant"" ""-w"" ""-notation-overridden"" ""-w"" ""-redundant"
952520236,14748,JasonGross,2021-10-27 04:08:46,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Homotopy/ClassifyingSpace.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" "
952554665,14748,JasonGross,2021-10-27 05:37:35,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/mathcomp/mathcomp/character/mxrepresentation.v (from ci-mathcomp) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 92KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog"
952554748,14748,JasonGross,2021-10-27 05:37:49,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/rewriter/src/Rewriter/Rewriter/Reify.v (from ci-rewriter) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 43KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: ("
952606930,14748,JasonGross,2021-10-27 07:11:51,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/category_theory/Instance/Cat/Cartesian/Closed.v (from ci-category_theory) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-"
953409425,14748,JasonGross,2021-10-28 00:39:06,JasonGross,@coqbot ci minimize ci-category_theory ci-rewriter ci-mathcomp
953409451,14748,JasonGross,2021-10-28 00:39:10,coqbot-app,"I am now running minimization at commit ef16241 on requested targets ci-category_theory, ci-rewriter, ci-mathcomp. I'll come back to you with the results once it's done."
953525315,14748,JasonGross,2021-10-28 05:56:00,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/category_theory/Instance/Cat/Cartesian/Closed.v (from ci-category_theory) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-"
953525418,14748,JasonGross,2021-10-28 05:56:13,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/rewriter/src/Rewriter/Rewriter/Reify.v (from ci-rewriter) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 51KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: ("
953525425,14748,JasonGross,2021-10-28 05:56:14,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/mathcomp/mathcomp/character/mxrepresentation.v (from ci-mathcomp) (interrupted by timeout, being automatically continued) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 128KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-pro"
953721294,14748,JasonGross,2021-10-28 10:35:46,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/rewriter/src/Rewriter/Rewriter/Reify.v (from ci-rewriter) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 44KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""+implicit-core-hint-db,+implicits-in"
963335751,15143,ppedrot,2021-11-08 16:30:10,coqbot-app,"Hey, I have detected that there were CI failures at commit b64a171 without any failure in the test-suite.\nI checked that the corresponding jobs for the base commit 8fa85c0 succeeded. You can ask me to try to extract a minimal test case from this so that it can be added to the test-suite.\nIf you tag me saying @coqbot ci minimize all, I will additionally minimize the following target (which I do not suggest minimizing): ci-flocq (because base job at 8fa85c0 failed)"
870669670,14579,JasonGross,2021-06-29 14:51:35,JasonGross,Now taking a look at #13107
870699611,14579,JasonGross,2021-06-29 15:28:53,coqbot-app,The job library:ci-fiat_crypto_legacy has failed in allow failure mode\nping @JasonGross
870944974,14579,JasonGross,2021-06-29 21:55:39,JasonGross,@coqbot ci minimize ci-cross_crypto
870945006,14579,JasonGross,2021-06-29 21:55:43,coqbot-app,I am now running minimization at commit c6473ba on requested target ci-cross_crypto. I'll come back to you with the results once it's done.
870946946,14579,JasonGross,2021-06-29 21:59:05,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/cross_crypto/src/Minimalistic.v (from ci-cross_crypto) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 122KiB file on GitHub Actions Artifacts under bug.v)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False := .\nEnd LocalFalse.\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nEnd AdmitTactic.\nRequire Coq.Logic.Eqdep_d"
872585839,14579,JasonGross,2021-07-01 22:21:19,JasonGross,@coqbot ci minimize ci-coq_performance_tests
872585867,14579,JasonGross,2021-07-01 22:21:23,coqbot-app,I am now running minimization at commit c6473ba on requested target ci-coq_performance_tests. I'll come back to you with the results once it's done.
872587671,14579,JasonGross,2021-07-01 22:26:10,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/coq_performance_tests/PerformanceExperiments/rewrite_lift_lets_map.v (from ci-coq_performance_tests) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False := .\nEnd LocalFalse.\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nEnd AdmitTactic.\nRequire Coq."
872626211,14579,JasonGross,2021-07-02 00:17:42,JasonGross,@coqbot CI minimize  ci-bedrock2 ci-tlc
872626236,14579,JasonGross,2021-07-02 00:17:48,coqbot-app,"I am now running minimization at commit c6473ba on requested targets ci-bedrock2, ci-tlc. I'll come back to you with the results once it's done."
872631277,14579,JasonGross,2021-07-02 00:32:23,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/coqutil/src/coqutil/Map/Properties.v (from ci-bedrock2) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/coqutil/src/coqutil"" ""coqutil"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-fail"
872644171,14579,JasonGross,2021-07-02 01:14:30,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/tlc/src/LibFix.v (from ci-tlc) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-implicit-core-hint-db,-omega-is-deprecated"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/tlc/src"" ""TLC"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq"
872680422,14579,JasonGross,2021-07-02 03:11:50,JasonGross,@coqbot CI minimize  ci-bedrock2
872680471,14579,JasonGross,2021-07-02 03:11:58,coqbot-app,I am now running minimization at commit c6473ba on requested target ci-bedrock2. I'll come back to you with the results once it's done.
872685222,14579,JasonGross,2021-07-02 03:26:28,coqbot-app,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/coqutil/src/coqutil/Map/Properties.v (from ci-bedrock2) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/bedrock2/deps/coqutil/src/coqutil"" ""coqutil"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-fail"
